Complaint ID,Complaint Text,Category
5433,Incorrect deduction of annual credit card fee.,Branch Service Issue
5434,ATM did not dispense cash but the amount was deducted.,Loan Issue
5435,HDFC Bank - Customer support is unreachable most of the time.,Notification Issue
5436,HDFC Bank - Unauthorized transaction detected on my debit card.,Account Issue
5437,Interest rate on fixed deposit was not updated.,Cheque Issue
5438,Online fund transfer failed but money was debited.,Cheque Issue
5439,Delayed processing of loan application.,Credit Card Issue
5440,Loan EMI was auto-debited twice.,Customer Service Issue
5441,Delayed processing of loan application.,Cheque Issue
5442,Customer support is unreachable most of the time.,ATM Issue
5443,Cash deposit machine was not working properly.,Net Banking Issue
5444,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
5445,Customer support is unreachable most of the time.,Notification Issue
5446,Branch staff was unhelpful and rude.,Account Issue
5447,Customer support is unreachable most of the time.,Credit Card Issue
5448,HDFC Bank - Unauthorized transaction detected on my debit card.,Loan Issue
5449,Credit card was blocked without prior notice.,Customer Service Issue
5450,HDFC Bank - Unauthorized transaction detected on my debit card.,Customer Service Issue
5451,Cheque clearance took longer than expected.,Branch Service Issue
5452,Unable to update contact details online.,Customer Service Issue
5453,Cheque clearance took longer than expected.,Fraudulent Transaction
5454,Incorrect charges on my account statement.,Customer Service Issue
5455,Incorrect charges on my account statement.,Net Banking Issue
5456,HDFC Bank - Customer care provided incorrect information.,Notification Issue
5457,Loan EMI was auto-debited twice.,Account Issue
5458,Online fund transfer failed but money was debited.,Account Issue
5459,HDFC Bank - SMS alerts not received for transactions.,ATM Issue
5460,HDFC Bank - Loan EMI was auto-debited twice.,Cheque Issue
5461,Net banking account got locked without reason.,Loan Issue
5462,HDFC Bank - Cheque clearance took longer than expected.,Branch Service Issue
5463,Interest rate on fixed deposit was not updated.,Notification Issue
5464,Credit limit was reduced without notification.,Net Banking Issue
5465,Credit card was blocked without prior notice.,ATM Issue
5466,Delayed processing of loan application.,Net Banking Issue
5467,SMS alerts not received for transactions.,Cheque Issue
5468,Incorrect charges on my account statement.,Branch Service Issue
5469,Credit card was blocked without prior notice.,Fraudulent Transaction
5470,Incorrect deduction of annual credit card fee.,Loan Issue
5471,Interest rate on fixed deposit was not updated.,Account Issue
5472,Mobile banking app is frequently crashing.,Branch Service Issue
5473,Unauthorized transaction detected on my debit card.,Account Issue
5474,Unauthorized transaction detected on my debit card.,Notification Issue
5475,Credit limit was reduced without notification.,Loan Issue
5476,Cheque clearance took longer than expected.,Fraudulent Transaction
5477,Online fund transfer failed but money was debited.,Customer Service Issue
5478,Branch staff was unhelpful and rude.,Account Issue
5479,ATM did not dispense cash but the amount was deducted.,Notification Issue
5480,ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
5481,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Cheque Issue
5482,Unauthorized transaction detected on my debit card.,Net Banking Issue
5483,HDFC Bank - Credit limit was reduced without notification.,Credit Card Issue
5484,ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
5485,Customer support is unreachable most of the time.,Branch Service Issue
5486,Loan EMI was auto-debited twice.,Account Issue
5487,Customer care provided incorrect information.,Customer Service Issue
5488,Incorrect charges on my account statement.,Branch Service Issue
5489,Credit card was blocked without prior notice.,Credit Card Issue
5490,Net banking account got locked without reason.,Net Banking Issue
5491,Delay in issuing new debit card.,Notification Issue
5492,Incorrect charges on my account statement.,Branch Service Issue
5493,HDFC Bank - Branch staff was unhelpful and rude.,Account Issue
5494,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
5495,Credit card was blocked without prior notice.,Net Banking Issue
5496,HDFC Bank - Credit card was blocked without prior notice.,Cheque Issue
5497,Credit card was blocked without prior notice.,Notification Issue
5498,Loan EMI was auto-debited twice.,ATM Issue
5499,Credit card was blocked without prior notice.,Branch Service Issue
5500,HDFC Bank - Customer support is unreachable most of the time.,Net Banking Issue
5501,Branch staff was unhelpful and rude.,Account Issue
5502,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
5503,HDFC Bank - Delayed processing of loan application.,Net Banking Issue
5504,Cheque clearance took longer than expected.,Branch Service Issue
5505,Unable to update contact details online.,Credit Card Issue
5506,Net banking account got locked without reason.,Cheque Issue
5507,Net banking account got locked without reason.,Credit Card Issue
5508,Delayed processing of loan application.,Account Issue
5509,Online fund transfer failed but money was debited.,Cheque Issue
5510,HDFC Bank - Mobile banking app is frequently crashing.,Credit Card Issue
5511,HDFC Bank - Mobile banking app is frequently crashing.,Credit Card Issue
5512,Customer care provided incorrect information.,Credit Card Issue
5513,Credit card was blocked without prior notice.,Cheque Issue
5514,Customer support is unreachable most of the time.,Account Issue
5515,HDFC Bank - Credit card was blocked without prior notice.,Cheque Issue
5516,ATM did not dispense cash but the amount was deducted.,Cheque Issue
5517,Customer support is unreachable most of the time.,Fraudulent Transaction
5518,Incorrect charges on my account statement.,ATM Issue
5519,Incorrect deduction of annual credit card fee.,Branch Service Issue
5520,Incorrect charges on my account statement.,ATM Issue
5521,Delay in issuing new debit card.,Account Issue
5522,Branch staff was unhelpful and rude.,Branch Service Issue
5523,Cash deposit machine was not working properly.,Notification Issue
5524,HDFC Bank - Customer care provided incorrect information.,ATM Issue
5525,Unable to update contact details online.,Fraudulent Transaction
5526,Incorrect charges on my account statement.,Credit Card Issue
5527,Cheque clearance took longer than expected.,Fraudulent Transaction
5528,Customer support is unreachable most of the time.,Loan Issue
5529,HDFC Bank - Delay in issuing new debit card.,Net Banking Issue
5530,Branch staff was unhelpful and rude.,Cheque Issue
5531,Unable to update contact details online.,Loan Issue
5532,SMS alerts not received for transactions.,Branch Service Issue
5533,HDFC Bank - Unauthorized transaction detected on my debit card.,ATM Issue
5534,Mobile banking app is frequently crashing.,Credit Card Issue
5535,Unable to update contact details online.,Fraudulent Transaction
5536,Customer care provided incorrect information.,Credit Card Issue
5537,Branch staff was unhelpful and rude.,Customer Service Issue
5538,Branch staff was unhelpful and rude.,Net Banking Issue
5539,Cash deposit machine was not working properly.,Credit Card Issue
5540,Cheque clearance took longer than expected.,Fraudulent Transaction
5541,HDFC Bank - Delayed processing of loan application.,Loan Issue
5542,Delayed processing of loan application.,Branch Service Issue
5543,Incorrect deduction of annual credit card fee.,Fraudulent Transaction
5544,HDFC Bank - Unauthorized transaction detected on my debit card.,Branch Service Issue
5545,Credit card was blocked without prior notice.,Cheque Issue
5546,Unable to update contact details online.,Credit Card Issue
5547,Cheque clearance took longer than expected.,Notification Issue
5548,SMS alerts not received for transactions.,Cheque Issue
5549,Credit limit was reduced without notification.,Credit Card Issue
5550,Cheque clearance took longer than expected.,Branch Service Issue
5551,Incorrect charges on my account statement.,Branch Service Issue
5552,Credit limit was reduced without notification.,Notification Issue
5553,Delay in issuing new debit card.,Notification Issue
5554,Credit limit was reduced without notification.,Cheque Issue
5555,HDFC Bank - Online fund transfer failed but money was debited.,Branch Service Issue
5556,Cash deposit machine was not working properly.,Branch Service Issue
5557,HDFC Bank - Branch staff was unhelpful and rude.,Branch Service Issue
5558,Online fund transfer failed but money was debited.,Customer Service Issue
5559,HDFC Bank - Unable to update contact details online.,ATM Issue
5560,SMS alerts not received for transactions.,Cheque Issue
5561,HDFC Bank - Unauthorized transaction detected on my debit card.,ATM Issue
5562,Credit card was blocked without prior notice.,Net Banking Issue
5563,Delayed processing of loan application.,Customer Service Issue
5564,Branch staff was unhelpful and rude.,Net Banking Issue
5565,Delay in issuing new debit card.,Customer Service Issue
5566,HDFC Bank - Incorrect deduction of annual credit card fee.,Fraudulent Transaction
5567,Branch staff was unhelpful and rude.,Account Issue
5568,Unauthorized transaction detected on my debit card.,ATM Issue
5569,ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
5570,Customer support is unreachable most of the time.,Credit Card Issue
5571,Credit limit was reduced without notification.,Fraudulent Transaction
5572,Mobile banking app is frequently crashing.,Notification Issue
5573,HDFC Bank - Mobile banking app is frequently crashing.,Account Issue
5574,Credit card was blocked without prior notice.,Credit Card Issue
5575,Net banking account got locked without reason.,Account Issue
5576,Interest rate on fixed deposit was not updated.,ATM Issue
5577,Credit card was blocked without prior notice.,Branch Service Issue
5578,HDFC Bank - Unauthorized transaction detected on my debit card.,Loan Issue
5579,Net banking account got locked without reason.,Fraudulent Transaction
5580,HDFC Bank - Incorrect deduction of annual credit card fee.,Credit Card Issue
5581,Incorrect charges on my account statement.,Loan Issue
5582,HDFC Bank - Credit card was blocked without prior notice.,Account Issue
5583,Loan EMI was auto-debited twice.,Cheque Issue
5584,Credit card was blocked without prior notice.,Fraudulent Transaction
5585,HDFC Bank - Loan EMI was auto-debited twice.,Loan Issue
5586,Branch staff was unhelpful and rude.,Loan Issue
